Text,Rating,Drug
"Been on this medication for over a year. Have had several painful UTIs, nausea, bloating, low libido, sometimes increase in readings - it is not worth it. I’ve given it over a year — I’m getting off of this medication. Also thyroid cancer possibility is a major concern",1.0,Rybelsus
"1st, I did not take Rybelsus  to lose weight, only trying to get A1C down.  For 10 days on this, I did not vomit, but the feeling is there, sometime I have to gag myself to get that feelings to go away.  Felt tired all the time, trouble sleeping and my stomach always feels full. I don't have much of an appetite either and oh boy, diarrhea the first 3 days almost seems like you can't leave the house and almost like uncontrollable, need to stay near the thrown.  4-5 days later, the diarrhea seems to be better but the nausea and vomit feelings keep me away from this meds.  Also, if anyone like to try this meds, I suggest getting some ginger chew candy, it does help the nausea feelings.  One more thing, if you are a guy, beware of this, your libido will go down :-(",2.0,Rybelsus
"I used Rybelsus for 6+ months. I had no problem adjusting to the medication; the 3-, 7-, and 14-mg steps worked for me just great. 
I didn’t care for how it had to be taken, first thing in the morning and then wait half an hour before having breakfast or coffee. If it had been effective for me, I could’ve lived with that, though. 
Over 6+ months, it had no effect on my blood sugar.
The reason I got off it was that my pharmacy didn’t have it available for an immediate refill, and I had to wait three days to get it. During those three days, I felt like a veil lifted: it was kind of like “coming to” myself and saying, “Oh! there you are!  Where have you been?” I seemed to be in kind of a fog while I was taking Rybelsus and doing absolutely nothing. I was scared to resume taking the medication because I didn’t want to fall into that state again and not even realize it.",1.0,Rybelsus
"I took my fourth dose of 3mg Rybelsus this morning. I've followed all the directions, but it has been awful. I've been incredibly sick since the second day. I've been vomiting, nauseous, I've had a nonstop migraine, and every time I cough, vomit, sneeze, or gag, my entire upper body feels like it's being electrocuted.  I emailed my doctor last night. Hopefully, I'll hear from her today. This is miserable.",1.0,Rybelsus
"My A1C was slowly creeping up and at 6.9 the Dr wanted to start Rybelsus (3 mg). I took it exactly as directed. The side effects were immediate:  constipation followed by diarrhea and extreme nausea. As I continued on the medication, nausea was constant and actually turned into stomach pain. If I ate anything, my stomach hurt worse and I started to have an aversion to food.  Any activity or exercise that involved using my core my muscles was very painful. Still, I persevered knowing that it can take a few weeks to adjust to a medication.  But, in week 3, after side effects continued to worsen and I vomited for several days in a row, I stopped the medication. I have been off for 3 weeks now and my stomach has not returned to normal as I have constant discomfort and it hurts after eating. I lost 10 lbs in 3 weeks, but it came at a high cost. The physical side effects were extreme and I hope I have not permanently harmed my body. I can still only eat a few bites at any one time. Beware!",,Rybelsus
"Been on Rybelsus for 3 months along with Metformin and Glyburide. Overall has been great with morning sugar in the 130 range from 180’s before. Haven’t done A1c but I’m hopeful. Some stomach issues - feel bloated a lot and one time had dry heaves. But I’ve adapted and found just eating less avoids the issues. Side benefit is lost about ten pounds without any effort really. Only real issue is cost, Medicare coverage sucks on this drug.",9.0,Rybelsus
"I was on it for 3 months and it was working well. Problem is, they need to take it off the weight loss list because Medicaid won't cover it and my prescription has been denied twice because of that. Medicaid says it does cover it if you have type 2 diabetes, which I have, but because it is also on the weight loss drug list they won't cover it even when I show proof that I have Diabetes.",10.0,Rybelsus
I started taking the 3mg Rybelsus pill on April 12th at 208 lbs. It is currently May 9th and I am down to 194lbs. My ideal weight is 165 which is probably a little low for me. I increase my dose in a few days to 7mg per direction. I have a decreased appetite and only eat one healthy meal and drink a lot of fluid. I was nauseated during the first week of taking but I just took as prescribed in the AM and wait 30 minutes before eating or drinking. I have a coffee every day in the AM. I eat my main sensible meal in the AM or at lunch. I can’t eat anything else and tbh food is not my go to any longer. I am no longer eating the white foods but I am eating well. I walk 2-3 times a week and I feel great. I have not had a test of my A1C but will at my next Dr. appt. I got a coupon from Rybelsus and my cost went from $24 to $10. I am very pleased with this med and not sure I need the 7mg because I may not even want food.  I also have high blood pressure which has decreased significantly.,10.0,Rybelsus
"I’ve been trying to get my A1C down for the last few years.  I’ve tried everything along with Synjardy including the injectables.  I’ve been on Rybelsus for about 3 weeks.  I’ve noticed extreme fatigue and bouts of sadness, it usually kicks in a few hours after I take the pill and lasts pretty much all day.  I did not see these side effects on the Rybelsus website, but this is the only thing that has changed is adding this pill.  Otherwise I’m tolerating it well.  My daily numbers look good, I have my A1C checked next month. 

I use a manufacturer coupon to keep cost down because it’s not covered under my insurance.",9.0,Rybelsus
"I started rybelsus 3mg, 7mg, 14mg, 
I was 190 pounds and I am currently 170lb.
With zero exercise it is expensive but I had serious GI issues due to c-diff. 
I am now eating healthy eating less my BM movements are regular. Could not be happier. Yes there was nausea but you have to take this pill every morning same time on empty stomach. I take in the morning before my vitamin drinks and go back to bed for 30 mins. Best medication ever.",9.0,Rybelsus
"I am on my second month on Rybelsus.  My A1C was 11.1 when I went to the doctor 3 months ago and I weighed 201 at 5’4.  I felt like I was going to have a stroke, in spite of being on metformin.  Dr put me on Glimiperide to quickly lower my sugar.  That helped me to manage cravings, feel better, eat better, and start walking.  My blood sugar would drop to low though and I would have to eat to bring it up.  Dr took me off that and put me on Rybelsus in addition to Metformin.  I have not had any side effects other than decreased appetite, especially now that I’m on 7 mg.  Its been almost 2 months on Rybelsus and I now weigh 189lb.  I  also got a Libre Freestyle 2 so I can check my sugar as much as I want with my phone and see how my body reacts to various foods.  Combined together, Total Game changer!  Highly recommend!  It tells me my blood sugar average is now 118 and it keeps trending down.  I am hopeful for the first time in a long time.",10.0,Rybelsus
"I have been on this medication and don't really like how it upsets my digestion cycle. It definitely keeps you full all the time. At the same time, this is very uncomfortable. It is not a good full feeling. You are nauseous all the time. The food doesn't digest easily. It does the job as they say, but basically your food doesn't move through the pipes. You are constipated all the time because all your intestines are on slow mode. It makes you feel unhappy about the bowel movement. I am a 42-year-old with type 2 diabetes for the past 7 years. I weigh 190 lbs and trying to lose 15 lbs. Haven't lost too much weight but feeling miserable with Rybelsus 7mg.",5.0,Rybelsus
"I have been on Rybelsus for 4 months, all on the 3mg level. It's helped my blood sugar levels (8 to a 6.8) but it has caused nausea and other GI issues.  My doctor kept me on the initial dosage for several extra months due to the side effects and the fact that I was achieving results with the 3. Over time, the side effects tapered and we are now trying the 7mg. 

 I am hoping I won't go through the same nausea issue I went through when I first started the 3mg. I was told that the 3mg is not available for prescription so it's either go up to the 7mg or try something else.",8.0,Rybelsus
"I have been taking 3mg Rybelsus since June 4th. I am not experiencing nausea nor diarrhea, however I am experiencing constipation and lost of appetite. Since I have taking this medication I notice I get tired very quickly. Overall I notice that is has helped my diabetes tremendously and I have lost 8lbs with very little exercise. I also take metformin 750 ER. Before starting Rybelsus my A1C was 8.1, I do expect it to be much lower on my next visit in September.",10.0,Rybelsus
"I've been on Rybelsus for a little over a month for PCOS and have had an overall positive experience - just started the 7mg dose.  My doctor recommended it since I am at risk for type 2 diabetes (>30 BMI, borderline high fasting glucose with a normal A1C, and signs of insulin resistance from PCOS).

I get some pretty extreme nausea whenever I eat junk food (fatty and/or sugary), but otherwise feel good.  I'm hoping that the nausea I do get helps instil better long-term eating habits.  I've also experienced appetite suppression, which has helped me prioritize proteins and vegetables.  I did get alternating bouts of constipation and diarrhea when starting this medicine, and am expecting that I'll experience the same with the dose increase.

I have felt far more energy and my cravings for junk food have drastically reduced.  So far, I've lost slightly more than 10lbs and am shooting for another 50 to help get my PCOS under control.",10.0,Rybelsus
"I started this drug 2 weeks ago. First week ok, then the trouble began!!  Horrible abdominal pains, diarrhea, chills, hands became very cold, felt like I had a fever, nausea, just felt horrible.  In my case the cure was worse than the disease!!  Called my doctor, quite obviously I am off this medication.  May you have better luck than me!",2.0,Rybelsus
I love my Rybelsus. My numbers are so much better. I can stay in my target zone for the 1st time in years. I'm excited for my next A1C instead of dreading it. No side effects at all except pure joy. 24 year type 2. Metformin and Glimpride. I was in the high 2 to 3 hundreds. Not anymore.,10.0,Rybelsus
"I am 70 and was diagnosed with type II Diabetes about 7 years ago. I have always been on Metformin and have tried medications like Farxiga and Janumet both of which give me bad leg pains after a while.
I started Rybelsus, 3 mg, about 6 weeks ago and after 3 weeks felt so bad I stopped taking it. 
The worst feeling was quite bad lower back pain and a sort of fatigue. It was a generally weird feeling of malaise not just fatigue.
So if an introductory dose of just 3mg is any indication a stronger dose would be terrible for me.
So now I am on the max doseage of Metformin and my last A1c was 7.6.
7 years ago it was 6.5.
I would add that at most I have been about 15lbs overweight and there has never been any incidence of Diabetes in my family.",1.0,Rybelsus
"My doctor gave me a sample box of 3mg Rybelsus for T2D. I could only tolerate it for 10 days. The first thing I noticed was my appetite was gone. As days went on, I felt like I was in my first trimester of pregnancy, although I didn’t ever feel like vomiting. Continuous nausea, lack of appetite, lethargy and horrible constipation were my friends during the time I took the drug and for about a week afterwards. I ended up in ER with terrible IBS with very painful cramps. I thought I had a blockage from no BMs for 12 days. After being off the drug for about a week, one day I woke up and the symptoms were gone (about a week after I stopped taking it). I felt like myself again. During that short time period, the pounds just started melting off me, and I only weighed 138 going into this. I dropped down to 130. I really wanted this drug to work for me. My doctor tried to prescribe Trulicity after this. No way. It’s too similar. My A1C is 8. Not sure where to go from here.",4.0,Rybelsus
"I was on Metformin and had an A1c of 8.  The dr told me to get off Metformin and gave me a sample of 3 mg Rybelsus, and prescribed the 7 mg dose after 1 month.  My morning blood sugars with Metformin were 111 to 88.  With Rybelsus my blood sugar in the morning has been 148 to 208.!  I had diarrhea with the Metformin, but that went away with the Rybelsus, however my stomach has become bloated, lots of burping, slightly nauseous, no appetite, a tightness of my chest and now that I am using the 7 mg dose, I have become exceedingly tired with zero appetite. Today my blood sugar was 177. This is unacceptable. It was way lower with the Metformin.  I am quitting this.  I can't be this tired and feeling so ill.  I used to have energy with the Metformin, but Rybelsus has completely drained it.  I feel the dr had just been visited by the Big Pharma Salesman and gave her the sales pitch and she started prescribing it. Is she getting a kickback?This Rybelsus is not good, and causes cancer.",1.0,Rybelsus
Was on 3mg Rybelsus for a month.  Nauseous all the time.  After a month went onto 7mg for a month.  Nauseous all the time.  After a month moved onto 14mg.  Nauseous all the time....  This drug is awful,3.0,Rybelsus
Beware. My doctor had me transition to 7mg after only being on the 3mg for two weeks. I could not stop vomiting after taking the pills for 5 days. I lost a ton of weight but ended up in the hospital getting my gall bladder removed and not eating for two weeks.,1.0,Rybelsus
"I took 3mg for 2 months and then started the 7mg.   The 3mg I had heartburn, nausea, some diarrhea.  Was uncomfortable but doable. But once on 7mg.  I had the same symptoms plus vomiting,  constipation to the point of  hemorrhoids and severe heartburn to point I almost went to ER. I got out the label on this medicine Rybelsus and relooked up side effects symptoms on computer.  I immediately stopped on my own, messaging my doctor.  Within 2 days felt so much better.  This medicine is costly too, luckily I had insurance  because I will not use this and it had to be disposed of. $ wasted.",1.0,Rybelsus
"28 days in! Started on 7mg and will continue with 7mg. I am also on Metformin 500mg daily and have been for years. To be fair, my A1c was never above 6.3 and my weight was 179 lbs and height is 5-6.  I have a strong family history of insulin-dependent diabetics and I don’t want to go there! I’ve been losing weight like crazy with  no exercise which is why I came to read some of these reviews to see if this is common. Current weight is 164. Lost 15 lbs in 28 days! Mild nausea and dry mouth after taking med in the morning. Pill is also bitter and not overly large, but a little hard to swallow. Nausea disappears with ginger ale or fruit. Appetite is gone! I have to force myself to eat at times. I suggest a vitamin supplement. Mild stomach ache and loose stool later in day but have solid soft stool in the morning. Want to continue to reach weight goal of 155lb and A1c below 5.8. Then maybe go to a reduced dose if necessary. I definitely recommend this drug.",10.0,Rybelsus
"I've been on it for 11 days. No adverse side effects have been noticed so far. My appetite has been reduced; I eat plenty—yet, 1/4 of what I used to and still feel satisfied. Let's hope it stays this way.",8.0,Rybelsus
"My first 30 days at 3 mg weren't bad. I enjoyed not feeling hungry and only experienced mild diarrhea after eating occasionally,  though it wasn't triggered by specific foods, so I always needed a bathroom plan. 
In my last week of Month 1 on the 7mg I had watery diarrhea with nausea for 24 hour periods, 3 times in 10 days. I vomited one of those days. I haven't had my bloodwork checked and I know I lost weight, but I also lost more than 3 days of my life sitting on a toilet. I ate nothing that would have triggered these episodes. Rybelsis has done one good thing - inspired my butt to get serious about my health without drugs.",5.0,Rybelsus
I am a 38 yr old women with lupus and fibromyalgia. I was on farxiga 5 mg twice daily and my sugars were crazy my a1c stayed at a 7.4 and I was always hungry. My doctor put me on Rybelsus 3 mg I’m on day 12 and I had the nausea and bloating if I ate my normal way if I ate in moderation I was good. Haven’t seen weight loss yet but I like how I’m not starving all the time and glad to see the bloating stops and nausea also . Great drug .exciting see the results . Oh and in November I was a a1c of 7.4 and now it’s a 6.4,10.0,Rybelsus
"I started with the 3mg. Within a week my bowel movements became loose. Other than that it was fine. Started the 7mg after a month. Within a week I was nauseated constantly, along with diarrhea. The nausea got worse and diarrhea continued. At three weeks I had to stop taking it. The very next day nausea stopped and I have normal bowel movements again. I do not recommend this medication. Also, vomiting was a relief a few times.",1.0,Rybelsus
"I used for an almost a year, will never go for it again, It slows down stomach emptying and later the whole GI, slows down almost every organ. Takes longer to show its effect and Hgb A1c stays higher for most of the people unless you starve your self. You retain fluids also.",1.0,Rybelsus
"My blood sugar was always in the 200-300s. Now it’s been at 130. Very good. I don’t eat as much anymore. Don’t crave any junk food like I use to before. I am losing weight. I’m shocked first thing that has ever helped me. The downfall for me is I can’t use the restroom. I already have issues with that, & it’s gotten way worse. Also I wanted to know has it made anyone else sex drive go down hill? I use to be all into it, & now I’m like ehh. It’s pretty sad.",7.0,Rybelsus
I have been taking 3 mg for almost a month now and not really any symptoms. I think I got nauseous one time and that was it. I also take a vitamin D twice a week with it and have been fine. I was given the medication due to having high insulin and weight loss and will start 7mg next week. Can’t wait to see how that goes.,10.0,Rybelsus
"I have been on Rybelsus for almost 7 months, the first 3 months I was on 3mg, Then increased to 7mg three months ago... I was previously on glimepiride and metformin for blood sugar control, but I was having multiple LOWS.  My Dr replaced the glimepiride with Rybelsus. So far, I have lost 44lbs and my A1C went from 7.3 to 6.6 after only 3 months. The only side effect I have is decreased appetite, which has helped immensely with the weight loss.  I think this is a weight loss drug. With the weight loss and decreased appetite, obviously, your A1C levels are going to be lower.  I am happy with the weight loss, I am just concerned as to when it will finally plateau and even out and if my appetite will return at some point.  I have also been suffering from some insomnia, but suffered from that periodically  prior to the change of medication.  I wish my insurance would cover it at the Copay  of 10.00  instead of it being on the list of higher-cost medications.",8.0,Rybelsus
"Rybelsus made me really sick. I didn't realize it until a couple of days ago. I thought I had a virus. I was practically leaning on the wall every day trying to pull myself out of work to the car. Last week I spent a lunch time laying on my office floor and then just left early.  It is more than the nausea, it was fatigue, significant dehydration, confusion, dizziness, headaches... I'm still feeling sick after 2 days not taking it. I just read that it can take a couple of weeks to get out of your system.",4.0,Rybelsus
"Stay away!!! I’ve been taking Rybelsus for 1 week and in that week I’ve stayed extremely hungry, gained 4 pounds, increased agitation, numbness in feet, muscle pain and cramping. I contacted my doctor and she said to discontinue use of this medication and to start back on my metformin.",1.0,Rybelsus
"I was on Rybelsus as an add on for my A1C control. This medication was ok at the 3mg dose…for 2 weeks. Then when the dose was increased to 7mg, I was nauseous every day, vomiting 4-5 times per week. I couldn’t eat, the mere thought of food or smell of food made me vomit. I ruined a day of vacation at Disney because I threw up 8 times in a 2 hour time span from this medication. It even began to interfere with my job (I’m a nurse-I can’t be throwing up multiple times a day). My A1C increased from 7.2 to 9.6 while on the medication and I gained 8 pounds. I stopped taking it while waiting for my appointment with my provider and I already feel 1000 times better. I’m glad this medicine has worked for others, but I definitely don’t recommend.",1.0,Rybelsus
"I have only been on Rybelsus 3mg for two weeks and I haven't had any nausea at all, the only side effect I have been experiencing is an increased appetite.  I can't get enough to eat.  I also take Metformin and Glipizide and have never had this type of reaction.  Once I finish the 3mg, I am going to ask my Doctor to increase this medicine to 7mg and I hope this will eliminate the constant cravings. I really want this medication to work and get my A1C under 7.",5.0,Rybelsus
"I have been taking Rybelsus for about 3 months. I have had nausea and weight loss. My blood glucose level is much better. It's even sometimes low. I now wear a continuous glucose monitor. I have random nausea after taking the medication in the mornings and can experience nausea during the day if I eat too much or greasy food. I think this is what causes some of the weight loss. You just don't want to eat if you have nausea. I do occasionally get a headache and constipation if I don't drink lots of water. The drug makes me not want to eat, but it also makes me not want to drink, so I have to force myself to drink water, or I get dehydrated and constipated. This drug makes me forget to eat or drink. It's strange. The good side effect is weight loss. Bad is nausea. My insurance does cover it.",7.0,Rybelsus
"I have been on the 3 mg dose and felt a bit nauseous and had a sore stomach but it was manageable. Now going on to the 7mg but I am on a low GI diet as well and this combination has helped bring my blood sugar levels down. I have problems with food addiction and the drug helps curb the cravings by lowering my appetite. So far, I only have positive feedback about Rybelsus.",10.0,Rybelsus
"Have been taking the low dosage for 2 weeks now. I have no appetite and have dropped about 7 lbs during that time. The problem is constant GI pain. No nausea, just never ending constipation and gut pain. I am taking myself off this until I can find an alternative. The weight loss is nice but the pain just isn’t worth it.",5.0,Rybelsus
"Took 3.5 mg for one month, increased to 7 mg for 2 nights before getting nauseous and experiencing drastic muscle weakness. Hopefully the muscle weakness will improve soon - I can barely open a water bottle today. It was successful for weight loss in that time. I'd rather open my own water bottle though.",1.0,Rybelsus
"I was initially hesitant to try this drug, but after taking it every other day for the first month, I started taking it daily once I started the 7mg and it has worked wonders for my A1C.  It went from a high of 6.8 to 5.7 in a couple of months.  My glucose number was 83.  First time it was under 100 on my blood test.  Although I did experience some nausea at first, that seemed to go away.  I always try to eat something 30 to 45 minutes after taking my dose in the morning.  Food portions are very small which has lead to a weight loss of almost 20 lbs.  So far, very happy with the results.",10.0,Rybelsus
"I was on 3 mg for 3 months tolerated great, once I went to 7 mg I thought I’m going crazy. Vomiting, constant brain fog , lightheaded, increased anxiety, food went through me and my stools were like water …. Horrible. I’m getting off of this medicine.",4.0,Rybelsus
"Well I am on month 2 of Rybelsus and on 2nd week of 7 mg. I posted my experience last month, as well. I am 20 lbs overweight and pre-diabetic for many years. Diabetic runs in my family.  I am 60 years old, active and healthy otherwise. Unfortunately, I do not experience much of anything towards my goal of weight loss. I am slightly nauseous, at times. I am constipated.  I am not on any other diabetic medication. I weigh 1 lb less but this could be attributed to margin of errors.  I am planning to continue using this medication and see what happens once I am on 14 mg. Considering all the potential serious side effects (thyroid cancer, pancreatitis and more…), this needs to give anyone better results.  I believe that people respond differently to everything… so great to those who do well on Rybelsus.  See you next time with better news. Stay safe.",3.0,Rybelsus
"Hi All,
It is 11 pm right now, and I should be sleeping, so I can go to work in the morning. Instead, I am here, trying to see if anyone else has anxiety and the feeling of a lump in their throat. 
Today is my second day taking Rybelsus (3mg), for weight management. I had 2 anxiety attacks yesterday, and 4, today. The feeling of a lump in my throat makes me go down a rabbit hole and consequently, I have anxiety/panic attacks. 
Will this feeling of having a lump in my throat go away? Further, will the anxiety/panic attacks abate?
I truly hope these things go away.
I don't know if I can recommend this medication at this point.",1.0,Rybelsus
"Started with Rybelsus 3mg and had mild nausea, then the Dr moved me up 7mg after 30 days and I lost 10lbs.
Still feel nauseated from time to time, definitely a change in my appetite. I walk 2 miles a day and sit ups but don't really have to, the weight comes off with the meds. After reaching out of pocket max with medicare the medicine cost $230.00 a month. What happen to Senior discounts? Where are some coupons? Money vs health ??",10.0,Rybelsus
"Had to stop taking 7 mg after 10 days. I tried to stick it out as I had hoped my body would adapt. I first started on 3 mg. and was able to tolerate, no problem. When I started on 7 mg. I noticed my appetite was gone right away. I'm overweight (maybe 30 pounds) so I was happy about that. I was also nauseous and dizzy. I even threw up with blood one morning. I've only been able to eat crackers and very bland things.  After 10 days I gave up. Now I've been off the 7 mg for 4 days and am still so nauseous and weak. I can't wait for this feeling to be gone. Hoping there is no permanent damage to anything in my body. So sad that I didn't have the great experiences so many people have written about.",1.0,Rybelsus
"This med seems to be working very welI on my blood sugars (BPS ). I am now on the third week of the 14 mg. My question is, has it given anyone moderate to severe body aches and pain? Just trying to rule out some reasons for the pains I am experiencing. I definitely  would give it 10 for reducing the FBS, however putting in consideration the possible pain being caused by it, I will give it a 7 star. Any feed back is greatly appreciated. Thanks",7.0,Rybelsus
"I was doing well on Rybelsus for about a year. I started to develop left side pains which my provider did labs to make sure I didn't have pancreatitis. All was normal. I had to see GI who did a CT and ended up with a small bowel obstruction.The surgeon recommended I stop the Rybelsus until everything resolved. I had quit for two months and the side pain was fine and my gastro issues were normal again. I restarted the Rybelsus back and ended up with the same issues all over again. I don't find it to be a coincidence. It stinks because the Rybelsus does work, but no longer will be able to take it. I'll continue dieting and exercising and hope for the best.",5.0,Rybelsus
"I've been taking Rybelsus for a few years now. I started off with the 7 mg (after the initial 3mg dose the first month) and used in tandem with metformin. My doctor has recently moved me up to the 14 mg tablets and stopped the metformin altogether. I have done well with Rybelsus (my A1C has been under 6 for the most part) and have tolerated it well. It took me that first month on the 3 mg for my body to get used to this med and I almost stopped due to the nausea and stomach up I had, but I powered through and by the time I started my second month using the 7 mg, the stomach issues had disappeared. My only complaint has been the constipation I've suffered from after taking this drug for so long. I simply take stool softeners every night to deal with the problem. All in all, I am happy with Rybelsus and it has worked wonders for me in keeping my blood sugar/A1C low.",10.0,Rybelsus
"I'm really concerned about the strong metal taste from this medicine.  When I tried to call the manufacturer about this, they were nice, but gave me no information and would not even relay my concerns as I was not a doctor. Now I'm even more concerned.",1.0,Rybelsus
"Been on Rybelsus 3 mg for 16 days.  Sugars have improved somewhat already, and weight down about 5 pounds, unexpected.  BUT, no appetite, stomach feels full all the time, hard to even drink enough water each day because stomach so uncomfortable.  Constipation that is not very responsive to Miralax.  Cold hands.  Some nausea.  More heartburn than usual.  Increased fatigue.  And the worst is:  dizziness and/or vertigo and a feeling of weird fullness in my head along with tinnitus.  What the heck?  Given the high cost, and that I've all these effects even before going on the 7 mg dosage, I don't think it's worth it.",4.0,Rybelsus
"Hello Guys,
Being a biomedical scientist I am doing too much research on meds and get scared and become very resistant to trying anything when I read the side effects. I dropped my A1C from 10 to 8.5 just by diet during the pandemic and was thrilled. But going back to work and being indulgent with stress now it went up to 11 and I was prescribed Rybelsus. Within 10 days I dropped about 8 lbs, my weight was constant for a year before that. I did start a restricted diet with it and ramped up my exercise as I was very unhappy with my A1C. I am excited with this jump start but also a bit scared for a weight loss that fast. I will appreciate to hear from others if they had similar experience. I am hoping it will stabilize and I will lose more weight but slowly which is always the safest. I have noticed that I am not hungry I am very excited about that, but my stomach is queasy and I have diarrhea . My morning sugar is always high but it came down to 108 with the 3mg.",7.0,Rybelsus
"I started Rybelsus with the 3 mg that the dr. gave me.  Nausea started right away, but I could deal with it for the most part.  When it was time to go to the 7 mg I got scared of the thyroid cancer warnings and didn't continue with the drug.  But my numbers started climbing after that again.  So a couple months later I started with the 7mg that I had.  I used it for a month and the diarrhea, gas and gurgling stomach increased each day. The diarrhea would wake me up in the middle of the night!  I was having 5 - 6 bowel movements a day, I was afraid to leave the house.  So saw the dr and going back to Trulicity, which I had less side effects with. I really wanted this med to work for me as I need to lose a lot of weight.  But the side effects are not worth it for me.",4.0,Rybelsus
"After suffering with this medicine, I decided to stop it. As bad as it was being on it, the past few days without it has been torture. I have missed work and plans because I couldn't leave my bathroom. Diarrhea and abdominal discomfort had hindered me from anything else. I don't know what to eat or when to eat. I have been miserable. And can't get a hold of my doctor either. I hope I will feel better in a few more days.",1.0,Rybelsus
"I started Rybelsus back in October 2021, 3mg moved up to 7mg in November lost a total of 20 lbs. I do suffer from constipation real bad , still trying to determine if it’s from medication or something more serious. I do notice Rybelsus curbs your appetite and you feel full fast. My only complaint is if I didn’t have prescription insurance I would not be able to afford this Medication, very expensive.",7.0,Rybelsus
"I have been taking the 3mg for a month and a half and I have lost 5 pounds. I don't have an appetite at times, and I can go all day without eating. Until I start having a headache, and I feel that is a sign my sugar is low. I drink a lot of water because I know I need to. It hasn't been a bad experience yet, but I'm not sure what will happen when they increase my dose.",8.0,Rybelsus
"I’ve had diabetes for 15 years, and these tablets are the worst thing I’ve ever taken. I’ve been on them for weeks because there’s an extremely annoying shortage of Ozempic (I don't needles but I can’t wait to go back to it). I’m constantly nauseous and often vomit randomly. I’m told by my nurse that it’s not as effective as Ozempic either. And now I have slight retinopathy, which has never happened in 15 years.",1.0,Rybelsus
I started on this medication in December it immediately lowered my blood sugar however it made me very nausea and have loss of appetite. It is now February I have lost 15 lbs. I still don’t have much of an appetite these days I find eating very lite meals 2 x a day helps a lot. Trying to stick with it.,8.0,Rybelsus
"I started with the 3mg then 7mg and the fireworks started with the 14mg. I started taking it the Saturday before Easter. The Tuesday after Easter I started with diarrhea for about a week my doctor said I may have diverticulitis and gave me an antibiotic. The diarrhea stopped for 2 weeks then came back with a vengeance and it brought vomiting and nausea with it. Like clockwork, every 4 days the diarrhea would kick it off followed by the nausea, and then the crescendo puke my guts out. Then repeat 4 days later. I stopped taking it on a Monday and that Friday got sick again. I read that it could take 4 to 5 weeks to get it out. It’s now 5 days and I feel good finally. I did work on lowering my A1C I think, I also changed my diet and started with a lot more exercise and so far things are good. I would avoid taking a Semaglutide if possible. It didn’t work for me.",3.0,Rybelsus
"My last comments were on July 10 I aad Rybelsus 3mg.  Now I just finished 7mg.  Med didn’t have any effect on me. Not the 3mg and not the 7 mg. Tomorrow I will start the 14 mg.
Thus far, I did not lose ANY weight. My A1C was, at start, 6.1 and I need to lose about 15-20. No nausea… no lack of appetite…The only side effects is constipation. My eating in general is healthy and controlled. 
But zero weight loss? Disappointed!
I will try the 14 mg and see what happens. Maybe my body needs a “sledgehammer to hit it” to get some results. Lol. Who knows!
I really want it to work. I’ll be back to share. Good luck to all. Stay safe.",3.0,Rybelsus
"At 3 mg level, severely decreased both Lantus and Humalog use while maintaining A1C at a low 6 level. Have experienced greater arthritis pain and shortness of breath. Will stop taking until advised by cardiologist and endocrinologist.",9.0,Rybelsus
"I needed to lose weight, non-diabetic. I started Rybelsus 3mg 3 weeks ago, weight was at 166-ish. After this long my weight has fluctuated between 165-166 but didn't drop anything really. Didn't exercise like crazy but did bikes rides etc and nada. Bumping up to 7mg from July 9th but really need to drop 20-25 lbs....anyway, finishing up the last week of my 3mg. Noticed I do get a little backed up but took a laxative and drank lots of water to help with that. Zero side effects otherwise.

**update 7/19/2021:  started 7mg 2 weeks ago and weight started suddenly dropping. I was 166 when I started 3mg but as of today, I'm down to 161. Will continue on with the meds. I should probably exercise too to help boost the loss....",6.0,Rybelsus
"Feel like something is in my throat and chest.  Also, the pains in my stomach would take my breath.  Then I started getting bumps on my neck and one on my arm.  I stopped after 1 month.  Going back to the dr as the side effects were disturbing.  IDK.",1.0,Rybelsus
I have been all Rybelsus over three months now.  Initially I saw multiple doctors with a complaint of chronic diarrhea while on Metformin. No one would consider taking me off of the Metformin. Finally I went to a teaching facility and they did stop it and they put me on the Rybelsus. No problems at all with a 3 mg and then we went to 7 mg. My taste buds suddenly changed and I could not eat anything that was greasy or sweet and I could not eat any meat. From the diarrhea I lost 30 pounds. I have also been weak and tired every day. I have weird nightmares and I am now walking and talking in my sleep . I have been on the 14 mg for two weeks now and I was fine up until yesterday. It was as though I could feel my belly swelling up with gas and it was very painful. Diarrhea has now turned to constipation. I used to drink three bottles of water a day now I can’t even get down one because I can’t stand the taste of anything . I did not take my pill today because I am sick.,,Rybelsus
"I have been taking this for about 6 months. No.problem with nausea, gas, etc but since 3 months ago I have had full body itching. Itch started and with each day became very bad. Did go to doctor and had a round of steroids for 30 days, itch went away. Off of steroids and by 2nd week my itching started again.  Itchy everywhere including my ears. Doctor insists I stay on it,  but I am utterly miserable and it disrupts my daily living. I scratched till I had broken skin. I don't know what to do. I'm thinking of stopping it to see if the intense itching will go away. I need help.",,Rybelsus
