Comment,Drug
"I have been taking Metformin ER for 10 years.  It was working fine.  
Recently supplier was switched from Teva to Amneal.  I found Amneal to cause high blood sugar and I discontinued.  Switched to another supplier and BS is normal.  I found out today
Amneal is recalling Metformin ER 7 lots.  I was taking a recalled lot.  Recall is for higher level
of carcinogenic contamination in these lots.  Please  report any adverse effects",Metformin
"Metformin has side effects like diarrhea,  WHEN I have sugar regular sugar,  fructose and artificial sugar   it does not care.  Eat poorly,  guaranteed to have diarrhea.  Also headaches if sugar spikes quickly,  again food choices do this.  If I just really want a bite of pizza or candy bar,  I eat healthy lots of vegetables and salad,  protein with NO processed foods,  NO breadspastapotatoesrice,  and at end of meal have 1 2 bites Savor and stop.  I give myself a treat ONCE a month.  Keep sugars down to 80 130 by diet and one Metformin 500mg a day.  Eat too much at a meal,  walk or exercise to burn the carbs.  Burn too much and you get shaky or a headache.  Water is key too.  Water pulls sugar down dilutes and flushes it out of the fat cells. ",Metformin
Glucophage metformin 							I have had Type 2 Diabetes for a few years. .  and have gained over 100lbs.  I have been on the Metformin for a month and have lost 28lbs.  Glucophage is amazing but I will admit at first I was very sick.  After a about a week I started to feel normal again. ,Metformin
"54 yr old male Metformin worked very quickly to lower my blood glucose levels from almost 400 to progressively down to avg of 130 within 10 days.   My only complaint is the side effect of very noticeable BLURRED vision and soreness around my eyes.  I have always been blessed to have 2020 vision so this is not something I am used to.  I am willing to deal with this side effect as long as my glucose levels are back to normal.  As we all know,  a lifestyle change with regard to diet and exercise is a MUST.  My situation was a wake up call and my plans are to eventually be weaned off Metformin within 6 months.  Be encouraged and don not give up.  ",Metformin
"I am a 62 year old male.  Some years back,  I was experiencing a very dry mouth and frequent urination.  I had my blood sugar level measured and it was at 350 so I was prescribed Metformin.  The Metformin brought my sugar level down to about 150 but gave me a very bad upset stomach.  The nausea wasn not temporary for me.  It didn not clear up even after taking the metformin for weeks.  However,  I did find a solution to the problem.  I switched from the regular fast acting metformin to the extended release metformin XR.  The difference was like night and day.  I have had no nausea at all using the metformin XR.  If you are having stomach problems using regular metformin,  I suggest trying the extended release version.  I now take 2000 mg of metform XR daily. ",Metformin
"I have lost ten lbs in a little over a month taking metformin for type II diabetes combined with giving up sugary sodas and watching carbs,  however passing gas has become a gamble too risky to take if you get my drift.  The intestinal discomforts are real,  folks.  They are not kidding about that. ",Metformin
"Glucophage XR metformin 							I started glucophage xr on February 20.  I can not believe how much better I feel.  Before glucophage I spent every waking minute thinking about what I would eat next.  For the last 5 years I stayed under 1000 calories a day,  and my readings were 175 or 83,  I was up and down like a yo yo all day and night.  I gained weight constantly,  I weighed in at 196lbs on Feb 20.  Now 2 months later on glucophage I have lost 29 lbs,  and I eat like a normal person.  I can not believe the difference.  The first week on it I had some nausea but it went away and I now have no side effects.  I keep thinking this is a fluke,  a pill can not make that much of a difference.  I feel better than I have in 20 years,  I now have energy because I am eating enough and my readings are amazing. ",Metformin
"I was taking Metformin for a lot of years.  The doctor slowly increased me until I was taking 3200 MG a day 800mg X 4 a day,  2 in am 2 in pmwhich I was told was the Max.  Next thing I knew my kidneys shut down and I ended up on Dialysis.  The Hospital informed me I was taking way to much Metformin and took me off of it.   I now only Take Glipizide but my sugar is out of control,  between 2  300 daily reading.  I am here trying to find something else I can take. ",Metformin
"Diarrhea,  bloating etc.  decrease within a few months,  extended release tabs help,  and eating small portions of food,  with low carb help too.  I find the cramps,  diarrhea return every time I fall off the wagon,  overeat or take in too much carb.  it is a great motivator to keep you on your diet.  And it is a great one to gradually,  safely and permanently lose weight.  I lost 30 lbs in 2 years and kept it,  with no particular diet except low carb and hardly any exercise.  Absolutely the best diet pill I have seen in my many diet trials over past 30 yrs. I think anyone wanting to lose weight should try this,  even non diabetics. ",Metformin
I have been on Metformin for six years.  I was recently changed from 500 mg twice daily to 1000 mg twice daily.  I never had problems with the 500 mg but since going on the increased dose I find myself totally exhausted all the time.  I also have very itchy skin and red spots which appear randomly on my body.  It also is failing to reduce blood sugar which is really frustrating. ,Metformin
"Only been taking this a couple of days,  so will come back  review after longer term use.  But just wanted to provide some reassurance for anyone who is putting off taking metformin because theyre in fear of the side effects.  Im one of those thatll avoid medication,  mostly in case they make me feel out of sorts mentally.  However,  2 days taking these,  there wasnt anything like that going on at all.  The only side effects I have are what I was warned about by my GP,  i. e. ,  slight loss of appetite,  going to the loo a bit more one bout of crazy diarrhea so far!  some mini waves of slight nausea too but nothing that made me feel ill,  though.  Ive been told this settles down in a couple of weeks or so.  I feel so much better from taking them already. ",Metformin
"Glumetza metformin 							For the past 22 years I have been taking a different metformin brand.   For the past 3 months I switched to glumetza noticing a significant difference.  Not only did it help lower my level of glucose,  but also contributed to reduce my hypertension to almost normal range",Metformin
"Glucophage metformin 							Glucophage XR 500mg or 1000mg Tabs I either take 2500mg Tabs in the Morning and 2500mg Tabs with DinnerSupper,  or I take 11000mg Tab in the Morning and 11000mg Tab with DinnerSupper. 
I Totally Love this medicine.  It is been one of the best medicines that I have ever taken to help keep my BLOOD SUGARS UNDER CONTROL!  UNLIKE THE GENERIC METFORMIN,  THAT REALLY MESSED ME UP,   AND WAS MY WORST NIGHTMARE!   NOBODY WOOD LISTEN TO ME!  MY DOCTOR'S,  MY PHARMACIST'S,  THE EMERGENCY ROOM,  MY THERAPIST,  MY PSYCHIATRIST,  AND ESPECIALLY MEDICAID,  AND MEDICARE PART D!  SO AGAINST MEDICAL ADVICE I QUIT TAKING GENERIC METFORMIN,  AND A YEAR AND HALF LATER  THEY PUT ME BACK ON GLUCOPHAGE XR!  LIFE BECAME WONDERFUL AGAIN! ",Metformin
"I still have high blood sugar.   Now I get to wake up at 3am and spend an hour dealing with diarrhea.  I have been late to work,  and missed important meetings dealing with these side effects.  I honestly rather back to un treated diabetes than to continue on with meformin. ",Metformin
Glucophage metformin 							I was taking Glucopgage for a number of years and the only side effects was diarrhea at least 1 to 2 times daily.   It kept my blood sugar in the low 100s.   I finally lost about 60lbs and I no longer have diabetes even though my grandmother and mother had type 2 on insulin and my brother now has it. ,Metformin
"I have been taking Metformin for 10 plus years now.  It gets hectic when I eat too many carbs because the side effects are severe but harmless.  I found out I had B12,  B1,  and B9 deficiency due to taking Metformin and drinking too much coffee.  It is something you need to have checked while on Metformin.  I lose about 2 pounds a month and I am slowly getting back to normal weight.  I recommend Metformin to anyone who has the resolve to stick to a low carb diet.  It works great. ",Metformin
"My doctor put me on Meformin after telling him I am very sensitive to all RX  Long story short I wound up hospitalized for Pancreatitis  , be weary of these medical doctors they don not listen or care PS his next recommendation was a diabetic drug that has a propensity to cause UTI  I am managing with diet and exercise",Metformin
"I am a 35 yr old African American female with a long standing family history of diabetes.  While I was devastated to get a diagnosis of diabetes back in August,  I was determined not to let it beat me.  My a1c back in August was 8. 3 and after taking metformin 500 mg twice a day and watching my diet and regular exercise,  I am happy to report that my a1c that was checked this month is 6. 3.  I had very few and mild side effects like mild cramping and diarrhea,  but stopped having after less than a week.  The medication works for me and I am hoping to get my a1c even lower come next check.  Putting the Beat in diabetes. ",Metformin
"Glucophage metformin 							I have been taking this medicine for a month today.  I have seen a significant and favorable drop in my blood sugar however,  I have never felt sicker in my entire life.  Everyday since starting this I have been nauseous even to the point of vomiting.  I find that I now have motion sickness and since I take public transport,  I sometimes have to get off the bus to vomit.  I always have diarrhea.  I sometimes have fever symptoms,  chills along with a feeling of being very cold,  and terrible headaches.  I have also become quite anxious,  restless,  and moody,  which may be a side effect of these side effects.  I have lost 12lbs and I find myself eating less which is awesome but I am ALWAYS nauseous,  which is why I have no appetite. ",Metformin
"An excellent medicine.   I had hyperinsulinemia and was consuming vast amounts of sugar daily to keep my sugar from dropping,  then suddenly my sugar readings became higher and higher every morning.   Diagnosed with diabetes.   Was given Metformin,  no more carbsugar cravings,  no more lows and highs,  I have been taking it for 5 weeks and I have lost 15lbs.   I had ZERO side effects.   I feel GREAT! ",Metformin
"This drug can kill you.   One of the worst reactions to a medication that I have ever experienced.   Last Saturday,  I could hardly walk out of a store as the muscle contractions grew worse and the pressure in my chest increased.   And ER visit followed and a week later,  I am still weak.   It did not get out of my system in 24,  48 nor 72 hours.   Watch this drug closely when you are given it for treatment,  especially if you have already had physical symptoms that are similar to some of its side effects.   And yes,  I had the diarrhea,  the spasms which ran up into my torso and the nausea but I tried working through it all.   I could barely lift my arms last Saturday and I was in pain from my feet to the top of my head.   There was no comfortable place",Metformin
"I was dignosed with prediabetes about a month ago.  Not sure how its helping my blood sugar bcause i havent been rechecked yet,  but i have not had any bd side effects at all and have lost 5 lbs.  Thats pretty goid considering i lost it over the holidays without even trying when i usually would have gained weight! ",Metformin
"Glucophage XR metformin 							I have been taking glucophage ER for 4 weeks.   The first couple of weeks it made me very sick.   I was told this was normal and to try to hold out and the side effects would stop.   They seemed to and then the dose was increased and I am sick again.   It works really well to get my sugar down.   Before I started  it was an average of 146 or 6. 7 for A1C
Now the average is 101.   Since it is working I am going to hold on for a few more weeks.   I have been told that some people get used to it much faster than I have and some people take a few months. ",Metformin
"I have been using Metformin for 3 months to aggressively treat my pre diabetic condition.   Together with a lower carb 185 200 mg per day1700 calories I have lost 29 pounds.   This  is about double the weight loss rate I had on the diet alone.   The only side effect I have experienced is a loose stool once or twice a week.   Definitely a good trade off!  I am a 49 year old female,  moderately active who has had a hysterectomy. ",Metformin
Metformin was recently added to my Type 2 Diabetes Meds .  I take 2000 mgs a day in divided doses with each meal.  It is rough on the Stomach for sure .  I am 62.  Seems to keep my sugar levels well controlled and it helps you loose weight.   Get some Zofran from your Doctor to help with the nausea .  Will update my experience in a few months.  God Bless . ,Metformin
"I am on slow release metformin 1500 mg,   since changing away from the regular type, 12 years ago I have zero loose bowels.  You must insist to have a chance to try this much better version,  if frequently bothered by the standard pills.  Even more important,  Please look up this fairly obscure nutritional cap. . . PTEROSTILBENE.  It has proven to be a near miracle to free me from diabetes symptoms.  I still take metformin,   only a doctor call put you on that med.  But it works pretty darn well. . . but if you take METF along with PTEROSTILBENE,  diabetes is largely controlled.  Almost like a true cure. . . except you have to continue both.  Pterostibene is found in the skin of blueberries,  and a few other plant sources.  I take 2 50mg caps, daily.  Morn.  night",Metformin
"Am 53 yr old female,  have Type 2 diabetes.   Was on metformin for 4 years with good control then developed stomach problems 247 nausea.   Have a new Endocrinologist and he recommended metformin ER,  and after two days I no longer experience the stomach upset.   Overall very happy with the medication. ",Metformin
"I have found this medicine for type 2 to work extremely well.   I have had to use many other meds for my type 2 diabetes and found myself on one heck of a roller coaster ride with high and low and no middle ground.   This particular med is great for me,  and it helps keep my appetite in control.   The apeptite issue is from another med,  that I will not mention",Metformin
"I am actually pre diabetic.  I have been on this drug for 3 weeks.   I have lost 9 pounds.   Saw my doctor today because things taste very salty to me.   I am having wild dreams,  sweatsthen cold,  and absolutely no appetite.   We  talked and I am going to continue for another 10 days until I am seen again.  Does anyone else on this medication experience any of what I am. ",Metformin
"Glucophage metformin 							I had diarrhea,  nausea,  vomiting,  headaches and muscle pain.  It did not control my blood sugar either.  I never want to feel like that again.  But on the other hand my husband is able to take it with no side effects and it keeps his blood sugar between 90 and 130. ",Metformin
"Glucophage metformin 							I consider Glucophage a successful treatment because it has been prescribed to me for ten years and I have had no adverse effects at all.   Aside from favorable blood sugar results,  I don not even feel the drug is in my system. ",Metformin
"I started taking the immediate release version about 3 weeks ago.  My doctor started me on it because I have been pre diabetic for 10 years,  to prevent diabetes.  I take 500 MG 1x daily at night with dinner.  I have had no significant side effects other than a mildly headache about 30 minutes after I take it,  but it goes away on its own.  I crush it and put it in milk or juice.  I am also doing weight watchers app and exercising 6 days a week.  It definitely curbs my appetite.  My weight went from 213 lbs to 204 lbs so far I hope it keeps going down!  We will see if my A1C and blood sugar levels are going down at my Spring physical exam.  I have tried every weight loss program there is.  This time I feel like it is sustainable.  I feel good,  have more energy,  eat well and I don not have to starve or obsess about eating.  The medication definitely takes the edge off and is helping me lose weight and be healthier. ",Metformin
Glumetza metformin 							I changed from regular metformin as I could not tolerate higher dose and my A1C was up at 9. 7 I have now been on glumetza for a few weeks and my readings at home have been much better with no side effects also lost 14lbs in weight I believe my A1C will be well below 7. 0 in April,Metformin
"It took 1000mg twice a day to knock my sugars down about 100 points,  A1C of 10 to around 7 in a few months.  Probably would have done better with other lifestyle changes.   I would actually rate metformin a dang good laxative more than a diabetic med,  but ahh well.  I got used to it,  and that side effect helped me eat less. ",Metformin
"I was prescribed metformin 500mg twice a day.  After a week I looked nine months pregnant from bloating.  Also experienced flu like symptoms lower intestinal cramping,  low backache,  stomach pain,  fatigue,   generally feeling bad,  low energy.  I  quit and went on to try other drugs but could only tolerate Januvia,  with moderate success now insurance won not  cover it and I am on Basaglar insulin  with the only side effect of  weight retentionalmost impossible  to  lose.  

I am so annoyed  that doctors,  nurse practicioners and pharmacists pump up all these drugs and how great they are without  telling you  about  side effects,  then show no empathy to your when you tell them you are having them.  One provider even asked if I  was imagining side  effects! ",Metformin
My mother is on this drug and it has done wonders for her.  Her insulin is controlled and she has lost a significant amount of weight on it.  She is so happy and feels amazing on it.  No negative side effects.  Thank you makers of metformin.  The doctor who prescribed it was so knowledgeable and he really helped my mom adjust and overcome the diagnosis. ,Metformin
"Been taking Metformin for type 2 diabetes for more than 10 years.   Over the last five years my memory has gotten so bad that I almost can not function at work,  I am dizzy,  anxious,  cold,  and often confused.   My doctor said it was not due to the Metformin.   I lowered my dose myself and the coldness stopped and other symptoms improved slightly.   A year later they were even worse.   I cut my pills in half to reduce my dose again,  and most of the symptoms went away.   Now that I have been on this reduced dose a while,  the symptoms are slowly coming back.   I won not be taking Metformin any more.   It is a terrible way to live not ring able to remember what someone just said to you,  where you left off counting,  or how to get to the store.   I am only 44. ",Metformin
"I was diagnosed with type 2 diabetes about 6 weeks ago.  On Metformin twice a day for 4 weeks,  carbs not over 130 per day w meal plansnacks according to myplate guidelines.  I keep a daily diary,  recording the date  time of meals,  content w carb counts.  I am doing this to help me see how what I eat translates to blood glucose levels which I was taking frequently the first two weeks,  now once AM fasting. 
As a 65 yo woman,  VERY obese,  never had a high bs until this year.  My highest bs were in the 300 is and a A1C of 9. 8.  With change in diet and Metformin,  my last fasting BS was 104.  I have lost 20 lbs,  wno diarrhea or stomach upets at all,  but dramatic disinterest in eating,  portions seem to big now  I sure needed benefits Metformin is giving! ",Metformin
"From the get go I had stomach pain,  severe nausea,  diarrhea and I was on 500mg a day.  After a month of feeling miserable I quit taking it.  I reversed my diabetes through a ketovore diet and walking.  A1c went from 7 to 5. 4 in three months. ",Metformin
"I take 500 mg twice daily.   Initial gastric symptoms passed quickly.   No help in weight loss.   Some help in lowering blood sugar.   Main side effect is extreme tiredness and fatigue.   Never feel like exercising.   Stopped taking metformin a few times due to fatigue,  but when sugar levels escalated to higher than before starting it,  I got back on it and just put up with the tiredness.  ",Metformin
"On Metformin near two years.  In Canadian terms my blood sugar is in the fives,  this am 5. 1.  I take 500mg per day and have lost about 25 lbs since being diagnosed.  Now I believe that comes from  the pill,  daily gym sessions and a drastically changed diet.  A hamburger bun is now a piece of lettuce,  spaghetti now comes from zuchiinni,  mashed potatoes are now mashed cauliflower and fiber based cereal is pretty normal for breakfast. ",Metformin
"When I was first diagnosed,  my doctor gave me Metformin.  After I took the very first pill,  I had SEVERE stomach pain,  nausea,  and vomiting.  I spent hours curled up in the fetal position balling my eyes out.  I didn not care if it took time to adjust to the side effects.  I tried one day is worth of the medicine and tossed the rest.  My doctor went on to prescribe Amaryl. 

I am sure Metformin is a great drug for some people,  as it works well for other family members,  but the stomach pain and vomiting was too much to handle.  No thanks. ",Metformin
"Worked ok but horrible GI side effects and weight gain.   Hours after taking it in the morning I had the feeling of a bowling ball in my stomach,  sometimes accompanied by cramping.   In the 3 months I took it I gained 20 Lbs which came off when discontinued.  I know this is the most popular med for type 2 but the side effects are worse than the symptoms. ",Metformin
"I have diabetes type 2.  My doctor prescribed 500mg two times a day.  After the fourth day, 
I noticed my heart was racing,  sometimes at 90 beats a minute.   My heart had NEVER done that,  as I am in excellent shape,  a power walkerjogger.  I knew that the metformin caused it because as I sat with wife over supper,  I took the 500mg pill half way through the meal.  Within a few minutes my heart was pounding almost out of control.  My blood pressure monitor showed normal blood pressure,  but a pulse of 101.  I stopped the drug right away.  The problem is that it takes 4 days for this damn drug is effects to leave the body.  So now I am taking  a sedative which lowers the heart rate,  while I wait for these 4 days to pass.  I am a 67 year old male. ",Metformin
"Put on metformin 2012 when I weighed 281lbs,  and obese.  Told had T2 diabetes  prescribed 500mg tablet twice a day.  Lowered my A1C.  Lost 31 lbs couple years later,  dose dropped to 1 500mg tablet and did very well on this dose for several years keeping my A1C around 6. 1   6. 4   In May2018 rushed to ER in AFIB at 245 lbs,  59 years old.  Ejection Fraction at 21  in bad shape.  5 days in critical care unit.  Released heart medications  told to lose much weight.  Slowly started exercise up to hour per day.  Suffered severe side effect lactic acidosis thinking had a heart attack 918.  Underwent another heart CAT for nothing at 210lbs,  having lost 35 lbs since May2018,  I had overdosed on the Metformin 500mg I was taking.  My fault not checking BS daily! ! ! .  If you use it,  be careful,   check blood sugar daily should you change your diet,  exercise,  and weight.   Blood Sugar now within normal ranges without metformin. ",Metformin
"Glumetza metformin 							I have been taking Glumetza ER 500mg for three weeks now and so far so good.  My levels came down to 85 115 within the first five days from 230.  I take it with breakfast but I am thinking about changing it to dinner time because my numbers always go up while I am sleeping.  I sometimes get a slight headache about five hours after I take it and right about the same time have loose stools.  It doesn not bother me as long as it keep my numbers down.  I have lost a total of 11 pounds since finding out I am type 2 and using Glumetza ER.  I am 32,  180lbs,  5'3 and a mother to two beautiful girls. ",Metformin
"I have been on the max dose for many years,  I also am on insulin.  I am not very healthy,  I tire easily and have a lot of stomach problems.  The more I read about the side effects, the more I realize that metformin is not that good for a person. ",Metformin
"Been taking Metformin 750 extended once a day !  Diet exercise  for 6 months by now 
My a1c was 13 now is 6 !  With supervision of my Dr and keeping strict life time changes this drop was possible !   Side effects sometimes  creates Gas  !  I feel tired  but I try my best to stick to my exercise program some  back discomfort!  Mentally I want to eventually not take the medication anymore but I am not a dr I need to wait for her directions !  People need to check their blood sugars levels daily so they know if treatments are working !  Most important research what you put in your mouth when it comes to your diet it makes all the difference ! ! ! ! ",Metformin
"Sugar still 170 ish ,  Taking 250mg 2x day with food and plenty of water ,  was supposed to exercise also but can not due to stomach pain very bad,  achey joint ,  blurred vision and did i mention stomach pain very bad.  If Dr don not call me back today ,  Im off this crap .  I feel worse now than I did 2 weeks ago.  Several times worse. ",Metformin
Glucophage metformin 							It works very well and there are few side effects.  My blood sugar will get low but it does not drop like insulin can do.  I watch what I eat and maintain exercise and my numbers are always good.  I recommend this medication. ,Metformin
"I have been on 500mg of Metformin for twice a day since Nov 1 for T2 Diabetes.  Today is Feb 8 and to date I have lost over twelve pounds without feeling like I have even tried.  It not only helps reduce my appetite,  but I also feel full sooner.  I haven not had any terrible side effects,  some mild diarrhea,  but that is it. ",Metformin
"A few days ago after being diagnosed with Type 2 Diabetes,  I was prescribed Metformin 500 mg that my doctor wants me to take twice a day.  Before taking this medicine , my fasting blood sugar levels ranged from 140 320.  My blood sugar levels were very erratic , not to mention once my blood sugar got as high as 596,  and 375.  Plus,  it felt like I had a stomach bug that wouldn not go away,  because my blood sugar constantly measured at high levels.  After been on Metformin for only a few days,  my blood sugar levels have started to stabilize,  and my fasting range is now between 85 120.  I genuinely feel a lot better because my blood sugar for the most part has started to stay in the normal range.  Metformin has been nothing short of a miracle drug for me",Metformin
"Newly diagnosed Diabetes Type 2 from a HbA1c. 
No symptoms.  Good kidney function,  etc.  My Full Blood Glucose was 5. 35. 7 in the morning. 
Took half a 500mg Metformin XR with my meal. 
1 hour tightness of throatbreathing,  slight,  but enough. 
Then a migraine aura like I have never had in my life. 
Followed by the worst dehydration headache ever for 24 hours,  despite drinking plenty. 
Extremely thirsty,  and frequent urination,  even at night. 
Diarrhea the following morning. 
Took another 250mg,  half a tablet the following day with main meal. 
Next morning pain round lower ribs,  ache to liver  kidneys.   
Overlying muscles felt tornpulled. 
Continued kidneyliver pain  loss of kidney function by urine test. 
Increased blood sugar readings duration of meds
Lactic Acidosis",Metformin
"Glucophage metformin 							was diagnosed with type 2 diaberes in 2005. 
I tried metformin and it made me deathly ill.  I practically lived in the bathroom for the month I tried it the first time.  After that I checked the internet and found 2 other manufacturers of metformin.   Both caused same reaction.   The Doctor then tried the real brand Glucophage.   I haven not had any problems since then.   I am able to control my sugar .  However I haven not been able to get the real Glucophage in over 3 months.  It is on long term back order and not expected for3or 4 more months.   I will die if necessary before ever going back to the metformin. ",Metformin
I was on Metformin when I was first diagnosed with type 2.   It had no effect on my A1C or my daily levels.   I tried it for 2 years.   I ended up with diarrhea all the time.   They tried switching me to metformin ERSR and that didn not help either.   I then was switched glyburide 5mg 2 times a day.   The first dose dropped my blood sugar into the 50 is.   I called the Dr she switched it to 2. 5mg twice a day.   my A1C is down to 5. 6 my daily levels are back to normal.   Just because a drug is effective for one person it may not be for another.   Don not be afraid to ask questions. ,Metformin
"I was prescribed Metformin for prediabetes 4 months ago.  Month 1 I experienced awful gastro intestinal issues,  to the point of opting to eat only at night,  when I was home because 20 minutes after eating,  required me to be in the bathroom for an hour.  Months 2 4 I took Metformin extended release,  which was not covered by our drug plan,  no changes whatsoever other than worsening bloatingstomach pain and liquid diarrhea,  then my hair began falling out by the handful.  Even my husband was noticing my hair all over the bathroom floor when I brushed.  This is an awful medication and all the alternatives seem to have terrible side effects too. ",Metformin
"I have been taking metformin 500 twice a day for 4 years with no side effect and with consistent blood sugar level.  Eating whole foods,  exercise,  drinking plenty of water,  and drinking light tea will help me avoid some of the side effects. ",Metformin
"Glucophage metformin 							My husband and I are both on this medicine.   He takes 1000 mg morning and evening.  I take the max at 850 mg each meal.   We have to keep a packet of desiccant in the bottle to absorb the horrible fishy smell.   We both have the side effect,  even years later,  of bloating,  gas,  and flatulence.   We call this pill our gas medication.   But it lowers our blood sugar with few other side effects.   If we are out,  we take it on our return home if possible to prevent inflicting our flatulence on others. ",Metformin
"I am this for T2 diabetes and PCOS.  Yay me?    

I have been on Metformin since I was about 10 years old.  I am 27 now,  it always worked well for me.  But I had been off it for a long time due to insurance and income issues.  It never caused this explosive diarrhea back in the early 2000s!  Thankfully that side effect has subsided.  

I learned from some Cysters' pcos sisters to take Metformin late at night,  in the middle of a full meal and drink a full glass of water.  Imodium also helps,  but I hardly even have to take that now.  

So it lowers my A1C,  aided in weight loss,  gave me my cycle back and helped with the facial hair some.  I take the 1000mg once a day.  

Fellow Cysters taking this for PCOS,  I recommend you join a PCOS support group.  It is blessed me greatly.  ",Metformin
"Fasting sugars still high.   Even at an increased dose to 1000 mg2x day.  From day 1,  I had diarrhea,  which did not abate.  Ended up with excruciating painful fissures and had to have surgery.  Recovery time was awful.  All due to metformin. ",Metformin
"I started with one a day and after 2 weeks my doctor had me take two pills a day with my evening meals to avoid stomach related side effects.  I found that if i skip a day the next night I usually have bad cramps after taking metformin.  So I will say take with a meal and don not skip doses.  I do get occasional stomach cramps,  but over all I am pleased.  Since beginning Metformin 9 months ago I have lost 30lbs and I feel great.  I would recommend this drug for type 2 diabetes,  or pre diabetic. ",Metformin
"I had a heart attack and once they checked me over completely I was prescribed 1000mg of metformin twice a day.  I was also told to exercise   how does one exercise and enjoy life while strapped to a toilet all day long!  
 The metformin side effects are diarrhea,  gas,  stomach pains and my Doctor just says those are the side effects there is not much he can do! ! ! ! ! ! . ",Metformin
"I was put on metformin ER 500 mg once a day.  My doctor told me to raise it to 1000mg two in the morning and two in the evening I told her about my stomach issues so decided to do 500mg in morning and 500mg in evening.  
The other day I started to have very bad stomach pain woke up at 2 in the morning very bad cramping and stomach pain felt like I wanted to throw up even when I took it had a bad after taste plus made my nose bleed again.  
This medicine is not good at all",Metformin
Originally started taking Metformin 500 mg full strength.  I suffered from diarrhea.  Told doctor she prescribed Metformin 500 mg EXTENDED RELEASE doses.  Worked perfectly been taking them for years and extremely satisfied with results. ,Metformin
Have been on metformin for most of 7 years.  I have not experienced any side effects as far as I can tell.  It helps control my blood sugar.  But the most effective control I have is diet.  I was eating healthy and exercising regularly until about 2 years ago.  Had my A1c down to 5. 9.  Got lazy and now it is in the 7 is.  Also have arthritis in knees and it is hard to exercise.  I take 2500mg a day. ,Metformin
"I experienced severe increases in my blood pressure.  Had anxiety and panic attaches.  Had a small ischemic stroke.  Had weakness,  numbness and tingling in muscles,  muscle cramps,  bad taste in mouth.  Headaches and confusion. ",Metformin
"I took this for years and it was effective.   Then I started getting very short dizzy spells.   I knew something was not right,  and ended up fainting and in the hospital   my blood pressure dropped and I had sepsis in my bladder.   I am allergic to this medicine,  so be very careful!   If you don not feel right,  go to the Dr. ! ",Metformin
"I was diagnosed with as pre diabetic I am on metformin 1000mg twice a day,  but the diarrhea is so bad I take the full 2000mg at once at night with food and I am up at least four times in the AM going to the bathroom.  So I can not take it early because it keeps me going to the bathroom and I wouldn not be able to work.  It is been about a month I get my blood levels checked again in two more months.  I hope I am able to keep taking it that long.  I wonder if the diarrhea is why people lose weight on this,  because during the day while at work I am afraid to eat. ",Metformin
I have been on this medication a mere 4 days.  I have gained 7 pounds in that time.  l also feel extremely bloated.  I also had an upset stomach for the first two days.  I am getting off of it immediately! !  I must be on of the lucky ones it is not working well for me at all. ,Metformin
"Metformin is very good at maintaining blood glucose levels,  but the diarrhea has been a problem for me since taking it 3 times a day,  1 pill per meal.  I found that eating a fresh green salad with no fat salad dressing a day,  and a dose of Imodium Lopermide,  made for the trots,  cuts down that problem.  I have a tremendously bad problem with morbid obesity,  and have not noticed any weight loss,  but perhaps I am glad that it can!  I am very limited in physical exercise due to a spinal cord injury,  degenerative arthritis in my spine,  several problems with my legs,  broken bones,  etc.  I used to hike a lot,  but can not now.  Hypothyroidism doesn not help.  Hard time. ",Metformin
"I took metformin 1000mg in a combo for several years with no problems.  45 days ago a new doctor started me on a new medication plan.  I started Rybelsus with Farxiga and  1000mg metformin.  I had an immediate reaction of headaches,  nausea  extreme hunger and my blood sugar skyrocketed.  Doctor had me stop the metformin  the side effects stopped,  but my blood sugar remained very high.  After a few weeks she had me add metformin back in at 500mg twice a day.  My side effects returned and now include constipation,  but I am trying to tough it out.  I have been nauseous randomly for several days.  I can not enjoy a meal or activities.  Doctor keeps telling me I will get used to it but I am not seeing it yet.  My blood sugar has gone down but not to normal ranges.  I sure hope things settle down soon.  So far the benefits are not outweighing the side effects. ",Metformin
Glucophage metformin 							This medicine helped me control my eating and to lose weight and bring my sugar down without dropping it to low.  I was on another medication and it would drop my sugar too low and I was always having to take the sugar tablets to bring it back up.  At first it upset my stomach but after a few weeks that was gone.  It has worked very well for my husband  also and has kept both of our sugars at a normal rate. ,Metformin
"Gave me very bad stomach issues,  caused me to develop a heart problem,  and  I stayed in bed the entire year and a half that I was on it.  Metformin is a horrible drug that should not be on the market at all.  Made me very weak,  tired,  caused dehydration due to not being able to keep anything at all in my system.  After taking it,  I developed IBS and other issues aside from CHF. ",Metformin
"I was put on metformin in April 2011 when I was diagnosed with diabetes.   First I was taking 2 x 500mg once a day with evening meal.   Now December 2011 I am taking 4 x 500mg twice daily.  The main side effect has been horrible diarrhea throughout!   So I am regularly taking Imodium to cope with it.   My A1C has gone down 1.   So for me it is a toss up,  yes blood sugar has gone down but now I have to take diarrhea medicine plus use diaper rash ointment.  I would like to try something else so my butt could heal! ",Metformin
"This medicine does wonders with making my blood sugar lower however,  I had extreme diarrhea and I felt nauseous for awhile.  My doctor put me on slow release and while it helped me with diarrhea,  my blood sugar would always be higher so I switch back to the regular kind and I am still having extreme diarrhea.  Other than that this medicine is great. ",Metformin
